place,rainfall,groundwater_refilled_total,groundwater_refilled_irrigated,groundwater_refilled_nonirrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year
rasulpur,1416.95,4783.29,0,4783.29,2858.61,2858.61,safe,0,16156,16156,2021
saraskana,1114.91,3700.9,0,3700.9,1641.34,1641.34,safe,0,34695,36939,2021
kukudakhandi,1274.94,5496.95,3710.65,1786.3,1164.63,649.18,safe,9318,11687,29876,2021
parajang,1254.96,7365,2850.39,4514.61,2580.62,2093.48,safe,11173,39360,54927,2021
kesinga,1362.44,6272.13,0,6272.13,3373.16,3373.16,safe,0,46978,48239,2021
begunia,1374.65,4226.92,0,4226.92,1808.41,1808.41,safe,0,30633,30633,2021
pattamundai,1517.59,14396.55,4600.51,1139.56,3855.3,850.51,safe,6269,5001,28242,2021
naugaon,1482.74,4394.5,1461.63,2115.19,2431.68,1408.46,safe,1216,6973,12099,2021
dharmasala,1535.54,6539.65,1960.52,4579.13,3678.2,2653.12,safe,3600,28811,32636,2021
subdega,1037.46,3293.53,563.49,2730.04,1144.85,1019.75,safe,1467,43839,46050,2021
loisinga,1107.07,4083.15,0,4083.15,2472.55,2472.55,safe,0,33622,33629,2021
agalpur,1455.49,4255.9,1199.18,3056.72,1312.54,1091.1,safe,4714,27875,32970,2021
patrapur,1260.93,3733.74,1507.91,2225.83,1434.69,1043.56,safe,7160,15845,33657,2021
ambabhona,1456.43,5364.07,0,5364.07,1975.81,1975.81,safe,0,50547,60931,2021
khandapada,1563.81,3459.06,0,3459.06,1674.94,1674.94,safe,0,24530,35107,2021
puintala,1403.84,3604.45,0,3604.45,1514.56,1514.56,safe,0,34169,34169,2021
jashipur,1587.01,7304.71,226.61,7078.1,1811.74,1678.8,safe,703,48680,85225,2021
bisoi,1363.05,3407.39,290.99,3116.4,1115.72,928.5,safe,545,25476,33922,2021
marshaghai,1444.3,15136.68,9618.13,0,637.23,2162.323751,salinity,0,0,15761,2021
bhubaneswar,1621.46,7565.56,2746.47,4819.09,5456.82,4804.21,semi_critical,4645,38471,43116,2021
patna,1155.31,6281.91,1172.33,5109.58,3208.05,2711.57,safe,1050,47062,48326,2021
kalampur,1751.73,2801.57,2510.37,291.13,626.17,232.15,safe,11350,2218,16001,2021
champua,1448.71,6115.67,0,6115.67,2737.31,2737.31,safe,0,36958,36958,2021
baipariguda,1771.85,6183.04,0,6183.04,1050.04,1050.04,safe,0,81057,106845,2021
dharmagarh,1101.21,4599.88,2905.28,1694.55,1652.9,940.8,safe,17519,20112,37792,2021
umerkote,1405.76,10159.61,1931.08,8228.53,2738.28,2335.5,safe,4250,93844,102254,2021
jharsuguda,1387.68,4425.38,0,4425.38,2700.56,2700.56,safe,0,41917,41917,2021
hemgiri,1334.07,6996.14,0,6996.14,2127.68,2127.68,safe,0,87554,94028,2021
kashinagara,1198.28,2401.34,0,2401.34,1216.75,1216.75,safe,0,15959,27224,2021
rasgovindpur,1632.4,6326.94,0,6326.94,3813.37,3813.37,safe,0,24327,24327,2021
nilgiri,1733,9017.03,1901.51,7115.52,5617.24,5079.33,safe,2829,28338,41694,2021
nuapada,976.67,9800.38,3232.89,6567.49,6671.14,5066.28,semi_critical,18297,65869,87915,2021
rairakhol,1389.84,8028.42,655.53,7372.89,1350.74,1171.54,safe,3136,88994,106044,2021
gop,1341.85,10706.8,4641.94,3888.87,3906.34,1803.25,safe,13302,14361,37983,2021
r. udaygiri,1492.97,2913.79,0,2913.79,712.2,712.2,safe,0,20132,66501,2021
koksara,1628.77,4899.57,1549.11,3350.39,1903.48,1308.14,safe,3971,32743,46564,2021
belguntha,1295.45,3822.85,1668.19,2154.66,1776.2,1051.08,safe,3979,14489,20560,2021
khalikote,1282.39,4890.97,0,4502.12,1905.69,1863.5,safe,0,34973,43381,2021
dhamnagar,1261.73,7945.97,3243.51,1394.29,3126.1,881.24,safe,8107,5043,25274,2021
lefripada,1279.17,5374.43,1263.03,4111.4,1497.1,1271.86,safe,2238,47658,55751,2021
oupada,1981.4,6261.83,0,6261.83,3628.01,3628.01,safe,0,14533,27079,2021
ullunda,1257.88,5716.31,805.94,4910.37,1620.41,1413.45,safe,6850,49576,58736,2021
chikiti,1359.19,4726.01,2299.33,1854.59,1808.13,854.47,safe,5520,11909,26208,2021
banki-dampara,1754.2,3535.86,0,3535.86,834.49,834.49,safe,0,29705,29942,2021
hindol,1595.51,7566.78,671.98,6894.8,1942.62,1729.6,safe,2590,62772,76831,2021
tangarpalli,1132.89,2540.58,0,2540.58,1208.64,1208.64,safe,0,34526,35656,2021
gurundia,1374.94,5684.05,0,5684.05,1455.44,1455.44,safe,0,70982,125296,2021
kudumuluguma,1701.38,4505.94,0,4505.94,443.22,443.22,safe,0,44298,109564,2021
jharigaon,1791.73,7254.16,0,7254.16,1516.85,1516.85,safe,0,56835,60116,2021
bhandaripokhari,1299.1,10585.13,7697.6,2887.53,6287.69,1959.36,safe,13350,11079,24429,2021
nandapur,1531.34,3753.87,104.09,3649.78,358.46,339.5,safe,302,46739,70512,2021
biridi,1597.35,8057.05,4426.73,3630.32,4396.67,2534.63,safe,6502,11955,18457,2021
bargarh,1344.85,5827.77,3244.77,2583,3683.75,2855.72,safe,14684,23084,37768,2021
nischintakoili,1446.92,8672.51,4134,4538.51,3582.95,1439.02,safe,9426,7732,17158,2021
tihidi,1369.29,10972.29,5764.11,995.94,4690.4,799.27,safe,9080,4371,33134,2021
golamunda,1174.28,7418.34,3276.28,4141.99,2952.74,2529.8,safe,6594,43083,63920,2021
rajkanika,1529.58,18921.5,0,0,759.95,2162.323751,salinity,0,0,26204,2021
baliguda,1674.53,3848.12,0,3848.05,1121.1,1121.1,safe,0,51952,78560,2021
suliapada,1269.02,5887.57,783.77,5103.8,2568.32,2396.15,safe,820,32504,33324,2021
ganjam,1088.74,4032.33,1511.98,1795.49,2010.75,1262.25,safe,4096,12005,23690,2021
moroda,1484.78,6594.07,639.78,5954.29,3049.19,2680.47,safe,1160,33059,34219,2021
harichandanpur,1154.78,9586.08,842.8,8743.28,2708.37,2374.71,safe,1050,83699,113586,2021
gosani,1182.26,3897.42,2393.39,1504.03,1731.04,853.62,safe,6500,9228,24112,2021
samakhunta,1742.13,11054.35,3781.15,7273.2,1856.86,1592.51,safe,4530,41704,104649,2021
narasinghpur,1402.75,5463.98,0,5463.98,2132.57,2132.57,safe,0,41392,61156,2021
salepur,1430.14,6485.11,4750.75,1734.36,1659.62,413.26,safe,12951,6776,19727,2021
bonth,1286.69,14087.91,12253.87,1834.04,7096.61,1148.61,safe,19850,6820,26670,2021
chandbali,1529.32,19298.17,0,0,1307,2162.323751,salinity,0,0,62044,2021
lanjigarh,1451.73,3616.92,0,3616.85,889.22,889.22,safe,0,48586,104237,2021
barkote,1141.54,11783.25,3158.9,8624.35,5831.05,5013.82,safe,5466,63007,100448,2021
kolnara,1076.7,2444.63,0.22,2444.41,733.83,733.83,safe,0,25258,54683,2021
ranapur,1536.11,5889.94,0,5889.94,2522.57,2522.57,safe,0,42148,61256,2021
patnagarh,1214.51,5447.12,0,5447.12,2760.95,2760.95,safe,0,63342,65081,2021
ersama,1687.98,9593.88,0,0,1599.2,2162.323751,salinity,0,0,37599,2021
gaisilet,1095.73,4118.57,0,4118.57,1957.3,1957.3,safe,0,38608,39507,2021
tirtol,1312.55,8869.15,5506.91,3362.24,4223,2153.87,safe,9595,13280,22875,2021
naktideol,1322.42,7140.45,806.22,6334.23,1146.48,1057.47,safe,3868,83951,117726,2021
podia,1037.5,5007.32,2398.77,2608.55,570.43,434.89,safe,9125,29528,46717,2021
guma,1458.84,2489.25,0,2489.25,1008.27,1008.27,safe,0,10603,46141,2021
nabarangapur,1757.73,3010.83,0,3010.83,1568.04,1568.04,safe,0,21285,21285,2021
kotpad,1629.8,8519.95,4226.89,4293.06,1157.35,747.08,safe,18093,44963,63056,2021
nimapara,1745.71,11132.25,7793.03,2113.97,4103.83,931.11,safe,19636,6075,30166,2021
jhumpura,1240.04,6594.55,0,6594.55,2584.21,2584.21,safe,0,47190,50921,2021
daspalla,1477.49,7671.37,2452.53,5218.84,1558.02,1323.41,safe,3780,43400,88792,2021
bhanjanagar,1406.3,6358.82,1368.47,4990.35,1346.14,762.65,safe,4755,42501,72347,2021
th. rampur,2013.27,4009.01,0,4008.94,597.95,597.95,safe,0,48524,107781,2021
anugul,1340,7455.92,661.25,6794.67,4008.18,3674.77,safe,1490,69750,114901,2021
similiguda,1268.58,3016.65,451.16,2565.49,1012.95,890.48,safe,690,35712,49365,2021
nandahandi,1564.29,4024.2,0,4024.2,1290.64,1290.64,safe,0,30046,31887,2021
banarpal,1087.21,4239.42,1727.02,2512.4,2078.06,1721.63,safe,5848,29028,35826,2021
jaipatna,1501.28,5268.6,3091.7,2176.83,1202.75,696.58,safe,14801,23855,50859,2021
khurda,1386.54,4461.86,0,4461.86,2948.19,2948.19,safe,0,31774,32453,2021
palalahada,1409,11133.81,0,11133.81,4607.3,4607.3,safe,0,89188,116738,2021
komna,1307.42,9213.52,763.3,8450.22,5104.92,4592.04,safe,5265,88888,128397,2021
kendrapara,1636.06,8648.67,2039.72,617.32,1955.76,321.8,safe,3490,2563,24803,2021
kalimela,1380.13,7878.25,2378.56,5499.69,1161.41,971.86,safe,16167,64764,124817,2021
bamra,1357.78,7247.59,755.49,6492.1,2641.68,2290.23,safe,2181,56788,66156,2021
balipatna,1116.07,5171.71,4065.79,1105.92,3191.73,616.02,safe,8710,5318,14028,2021
binjharpur,1503.31,5726.87,1614.01,2687.4,2918.59,1754.03,safe,3800,9124,19382,2021
kamakshyanagar,1488.09,6671.26,3928.12,2743.14,1300.81,878.74,safe,19468,22050,46123,2021
baripada,1920.51,5344.38,905.54,4438.84,2638.36,2184.18,safe,1538,22336,23874,2021
lahunipada,1499.1,5628.59,0,5628.59,1547.37,1547.37,safe,0,43947,78811,2021
narla,1584.03,5174.14,0,5174.07,2662.04,2662.04,safe,0,47240,49842,2021
digapahandi,1246.72,6622.21,3092.44,3529.77,1713.33,1061.41,safe,8510,25092,52252,2021
sanakhemundi,1344.91,4755.71,2031.85,2723.86,1600.3,1080.76,safe,4950,18138,29991,2021
chandahandi,1805.83,5194.52,0,5194.52,1197.26,1197.26,safe,0,48918,57699,2021
jamda,1124.28,3035.43,169.51,2865.92,1044.8,980.28,safe,230,21999,23173,2021
chakapada,1604.82,1682.56,0,1682.49,637.04,637.04,safe,0,19911,45477,2021
tumudibandha,1725.99,3508.64,0,3508.57,635.44,635.44,safe,0,37845,75773,2021
lamtaput,1128.86,4022.38,0,4022.38,623.84,623.84,safe,0,57337,64331,2021
bijatala,1347.13,5275.11,2807.16,2467.95,1150.66,756.09,safe,5782,17981,33527,2021
puri,1939.7,8690.56,2934.35,4331.78,4129.84,1883.46,safe,5761,15741,27630,2021
korkunda,1570.48,7918.58,1461.56,6457.02,1171.49,872.12,safe,1500,69431,88640,2021
garadpur,1702.19,4368.88,0,4240.38,2845.21,2820.4,semi_critical,0,14038,14588,2021
raruan,1251.37,3317.71,0,3317.71,1468.02,1468.02,safe,0,25285,25360,2021
sundargarh,1330.83,3998.89,0,3998.89,1835.86,1835.86,safe,0,38769,38769,2021
nuagada,1696.87,1699.31,0,1699.31,464.47,464.47,safe,0,12408,51034,2021
m. rampur,1596.88,4625.86,591.13,4034.66,1749.19,1554.22,safe,1238,51453,85818,2021
bisamcuttack,1337.93,2789.56,0,2789.56,896.6,896.6,safe,0,26842,54630,2021
k. nuagaon,1793.63,3098.75,0,3098.68,701.22,701.22,safe,0,39421,59514,2021
deogaon,1297.59,5062.01,0,5062.01,1879.21,1879.21,safe,0,49538,49859,2021
jatni,1581.35,3718.52,584.4,3134.12,1878.63,1705.91,safe,770,23779,24830,2021
binka,1321.35,4452.98,3117.99,1334.99,1540.66,954.42,safe,19910,14579,34489,2021
koira,1375.44,5800.84,0,5800.84,1481.03,1481.03,safe,0,58061,85909,2021
titlagarh,1307.39,2977.11,187.25,2789.86,1322.63,1263.75,safe,540,43709,46878,2021
nuagaon,1256.97,5734.55,0,5734.55,1434.11,1434.11,safe,0,45637,65207,2021
dharakote,1338.68,3965.9,1273.08,2692.82,1052.27,735.85,safe,3565,18463,46360,2021
kujanga,1537.41,10774.74,4312.8,3419.56,4860.6,1748.87,safe,8878,12503,29338,2021
jaleswar,1675.1,12059.65,0,12059.65,6578.01,6578.01,safe,0,38154,38154,2021
jajpur,1356.88,8084.86,2736.59,5348.27,4919.2,3171.92,safe,3500,18204,21704,2021
baliapal,1906,13689.99,0,7057.05,5767.84,5416.93,semi_critical,0,10163,26507,2021
kakatpur,1614.74,6271.74,2681.04,2610.41,3232.11,1799.86,safe,4730,7131,15861,2021
tiring,1372.96,2808.63,0,2808.63,1402.81,1402.81,safe,0,16761,17175,2021
nuagaon,1191.08,3992,0,3992,1553.48,1553.48,safe,0,44081,44862,2021
dhemaji,2859.3,145543.23,0,145543.23,4562.95,4562.95,safe,0,315156,323700,2021
bongaigaon,3102.4,51598,0,51598,11791.52,11791.52,safe,0,99730,109300,2021
jorhat,2265.3,101903.28,0,101903.28,6848.21,6848.21,safe,0,279408,285100,2021
kamrup (m),1813.4,5351.55,0,5351.55,3503.89,3503.89,semi_critical,0,20042,26200,2021
darrang,1951.2,55763.51,824.18,54939.33,17680.61,17680.61,safe,2400,155254,158500,2021
kokrajhar,3102.4,159036.63,5355.06,153681.57,8052,8052,safe,3460,323570,329600,2021
hailakandi,2838.3,26865.61,0,26865.61,523.27,523.27,safe,0,104981,132700,2021
kamrup (m) urban,1813.4,15479.26,0,15479.26,2007.46,2007.46,safe,0,45870,69257,2021
kamrup,1896.2,85345.94,0,85345.94,23807.41,23807.41,safe,0,263024,310500,2021
karbi anglong,1122.2,136323.97,6382.45,129941.52,2978.29,2978.29,safe,8602,647489,1043400,2021
nalbari,1896.2,42636.06,0,42636.06,9157.18,9157.18,safe,0,103630,104644,2021
sonitpur,1978.7,163891.84,9514.72,154377.12,12912.18,12912.18,safe,16470,496754,520400,2021
tinsukia,2322.6,136435.65,0,136435.65,7125.7,7125.7,safe,0,371757,379000,2021
sibsagar,2412.4,131076.66,0,131076.66,4479.04,4479.04,safe,0,264459,266800,2021
lakhimpur,3270.3,112967.5,0,112967.5,6672.47,6672.47,safe,0,224930,227700,2021
dhubri,2752.8,100300.72,0,100300.72,26826.77,26826.77,safe,0,214392,217600,2021
morigaon,1884.8,55498.7,0,55498.7,13071.61,13071.61,safe,0,149066,155100,2021
nagaon,1884.8,127299.37,22426.4,104872.97,31428.33,31428.33,safe,53333,324008,397300,2021
dima hasao,2791.8,62926.48,0,62926.48,571.38,571.38,safe,0,234300,488800,2021
chirang,3218.7,101165.96,15431.96,85734,2497.26,2497.26,safe,14194,177600,192300,2021
dibrugarh,2649.4,137217.33,1447.85,135769.48,8317.78,8317.78,safe,2505,332183,338100,2021
golaghat,1751.7,126190.15,0,126190.15,5891.2,5891.2,safe,0,348140,350200,2021
karimganj,3751,62584.38,0,62584.38,1376.13,1376.13,safe,0,167648,180900,2021
goalpara,2583.2,73001.53,0,73001.53,12391.35,12391.35,safe,0,171983,182400,2021
cachar,3311.9,90629.85,0,90629.85,1541.68,1541.68,safe,0,273358,378600,2021
baksa,3274.6,149711.1,23785.01,125926.09,4524.4,4524.4,safe,30138,214735,246256,2021
udalguri,1957.8,94500.6,44141.89,50358.71,6094.01,6094.01,safe,36230,163939,201200,2021
barpeta,2051.4,101718.99,8309.69,93409.3,28265.72,28265.72,safe,18052,209003,228200,2021
dhanbad urban,1295.6,3448.84,0,3448.84,2933.99,2933.99,critical,0,21704,22604,2021
godda,1084.1,4194.14,3.6,4190.54,855.87,855.87,safe,0,29930,35530,2021
rajmahal,1410.6,2654.99,0,2654.99,391.63,391.63,safe,0,9693,12693,2021
bishunpura,1170.205619,1376.38,0,1376.38,263.15,263.15,safe,204,5954,7923,2021
danda,1053.179551,231.65,0,231.65,69.34,69.34,safe,266,1783,3186,2021
bariatu,1413.1,2149.97,0,2149.97,646.34,646.34,safe,0,24811,33740,2021
musabani,1403.4,792.75,0,792.75,260.62,260.62,safe,0,16599,24499,2021
namkum,1323.2,2631.61,0,2631.61,1694.35,1694.35,safe,0,26186,38386,2021
dumka,1257.765001,2177.28,0.17,2177.11,910.8,910.8,safe,3472,26509,37880,2021
bagodar,1215.6,2414.25,0,2414.25,448.34,448.34,safe,0,27983,28749,2021
majhiaon,1127.911409,783.98,2.68,781.3,373.57,373.57,safe,355,4860,14147,2021
chalkusha,1251.2,854.58,0,854.58,239.75,239.75,safe,0,12100,14907,2021
husainabad,1151.974953,3550,0,3550,595.7,595.7,safe,272,17982,27760,2021
gobindpur,1253.976979,2470.27,0,2470.27,1884.91,1884.91,semi_critical,748,22535,32934,2021
nawadih,1259.6,2444.02,0,2444.02,563.38,563.38,safe,0,28600,30892,2021
thethaitangar,1506.5,4319.15,0,4319.15,728.41,728.41,safe,0,58415,62415,2021
bhandaria,1210.3,4731.45,0,4731.45,544.95,544.95,safe,0,53018,66118,2021
chatra,1201.309682,1913.12,0,1913.12,740.41,740.41,safe,114,27443,38285,2021
kamdara,1460.9,2023.35,0,2023.35,578.65,578.65,safe,0,27687,36468,2021
chakulia,1403.4,4064.34,0,4064.34,550.85,550.85,safe,0,38168,42776,2021
latehar,1220.848447,2406.69,0,2406.69,1104.97,1104.97,safe,323,24116,44884,2021
kharsawan,1231.934731,1345.44,0,1345.44,321.66,321.66,safe,988,16086,23283,2021
karon,1220.7,929.78,0,929.78,601.59,601.59,semi_critical,0,9748,15015,2021
maheshpur,1514.887847,8637.46,0,8637.46,1330.7,1330.7,safe,302,34891,44893,2021
pratappur,1206.3,2243.51,0.2,2243.31,665.24,665.24,safe,0,31730,37573,2021
gopikander,1422.5,1570.56,0.74,1569.82,163.94,163.94,safe,0,20260,22060,2021
tandwa,1206.3,6823.99,0,6823.99,1539.78,1539.78,safe,0,50632,59500,2021
kersai,1506.5,1138.99,0,1138.99,122.53,122.53,safe,0,16022,24940,2021
bolba,1506.5,1270.54,0,1270.54,231.76,231.76,safe,0,17249,28863,2021
saraiyahat,1422.5,1292.05,10.6,1281.45,771.82,771.82,safe,0,13611,29810,2021
sisai,1460.9,3534.85,10.6,3524.25,612.5,612.5,safe,0,34437,42535,2021
barkagaon,1246.70713,3875.88,0,3875.88,727.36,727.36,safe,140,38848,44788,2021
sarwan,1216.666189,1162.3,0,1162.3,811,811,semi_critical,47,14176,17040,2021
tonto,1351.6,4703.37,0,4703.37,129.03,129.03,safe,0,58906,64430,2021
jarmundi,1422.5,1928.7,0,1928.7,1181.37,1181.37,safe,0,21635,39943,2021
karro,1171.063033,1651.97,0,1651.97,227.59,227.59,safe,174,8769,10228,2021
boram,1403.4,1081.11,0,1081.11,202,202,safe,0,12167,24575,2021
madhupur,1220.7,1683.72,0,1683.72,827.11,827.11,safe,0,19821,24604,2021
panki,1108.402981,3044.24,0,3044.24,1273.4,1273.4,safe,1680,30528,42508,2021
hazaribagh,1251.2,2481.19,0,2481.19,1141.69,1141.69,safe,0,24128,26227,2021
meherma,968.8558824,1454.46,1.2,1453.26,377.71,377.71,safe,1059,8903,12963,2021
chandrapura,1259.6,959.72,0,959.72,556.77,556.77,safe,0,12424,13512,2021
lawalong,1206.3,2385.02,0,2385.02,325.56,325.56,safe,0,33628,39913,2021
dhanwar,1215.6,3303.65,0,3303.65,1784.4,1784.4,safe,0,34771,35241,2021
ichagarh,1268.614478,1692.86,0,1692.86,227.13,227.13,safe,701,22811,27178,2021
devipur,1220.7,1546.02,0,1546.02,589.82,589.82,safe,0,21361,26315,2021
peterbar,1242.026016,2206.05,0,2206.05,602.08,602.08,safe,402,28411,30721,2021
burmu,1323.2,1764.46,0,1764.46,419.31,419.31,safe,0,26602,32077,2021
katkamdag,1237.125653,1257.03,0,1257.03,540.98,540.98,safe,149,13097,16306,2021
balumath,1237.2,2803.32,0,2803.32,778.6,778.6,safe,0,25848,35151,2021
barharwa,1410.6,4561.38,0,4561.38,524,524,safe,0,13525,18725,2021
baharagora,1403.4,6969.57,0,6969.57,1152.49,1152.49,safe,0,28555,33508,2021
bhandra,1119.143725,2492.07,0,2492.07,441.65,441.65,safe,889,13238,16066,2021
tatijharia,1251.2,1217.92,0,1217.92,582.94,582.94,safe,0,17128,19915,2021
kuchai,1307.6,2356.88,0,2356.88,259.36,259.36,safe,0,29340,38403,2021
pathargama,1032.099778,1735.12,0.45,1734.67,383.24,383.24,safe,671,13318,15256,2021
bishunpur,1456.27971,2934.04,0.45,2933.59,515.82,515.82,safe,130,40975,61035,2021
pirtanr,1215.6,3568.55,1.75,3566.8,609.73,609.73,safe,0,38245,49286,2021
murhu,1323.2,1846.39,0,1846.39,616.3,616.3,safe,0,26103,40400,2021
kanke,1323.2,2446.33,2.15,2444.18,1081.37,1081.37,safe,0,18709,29468,2021
kathikund,1422.5,2588.73,0,2588.73,246.93,246.93,safe,0,22821,30620,2021
manjhari,1321.787486,3656.55,26.65,3629.9,158.48,158.48,safe,600,26602,31362,2021
katkamsandi,1237.058094,1684.41,0,1684.41,593.3,593.3,safe,276,24143,30059,2021
patamda,1403.4,1278.82,0,1278.82,297.61,297.61,safe,0,18110,36578,2021
kuru,1194.3,2433.57,0,2433.57,454.89,454.89,safe,0,19550,21741,2021
kandi,1200.387939,2513.99,0,2513.99,310.55,310.55,safe,106,12837,17698,2021
mandar,1323.2,2877.88,0,2877.88,827.64,827.64,safe,0,20122,23822,2021
masalia,1422.5,2867.84,0.39,2867.45,503.84,503.84,safe,0,36719,46020,2021
nawadih,1169.4,1465.26,0,1465.26,371.16,371.16,safe,0,17205,22970,2021
bhawanathpur,1200.37809,3234.69,0,3234.69,2212.9,2212.9,semi_critical,172,20809,28688,2021
borio,1410.6,2140.91,0,2140.91,314.55,314.55,safe,0,9374,26174,2021
hiranpur,1528,2183.77,0,2183.77,363.28,363.28,safe,0,15160,16960,2021
adityapur (gamharia),1307.6,2144.24,0.75,2143.49,1049.39,1049.39,safe,0,23767,31197,2021
sonahatu,1193.668716,1291.16,19.8,1271.36,553.92,553.92,safe,1844,16993,26912,2021
palojori,1220.7,1937.82,0,1937.82,950.25,950.25,safe,0,24298,30298,2021
domchanch,1115.9,1212.97,0,1212.97,466.73,466.73,safe,0,18793,32804,2021
topchanchi,2591.2,2593.69,0,2593.69,2265.11,2265.11,critical,0,12927,19927,2021
markachho,1115.9,602.4,0,602.4,275.76,275.76,safe,0,10837,16171,2021
tamar,1306.191137,1580.71,0,1580.71,381.35,381.35,safe,380,29182,51349,2021
keredari,1225.152809,4106.94,0,4106.94,867.61,867.61,safe,613,28833,35492,2021
meral,1191.39672,1998.12,0,1998.12,497.51,497.51,safe,270,17017,26387,2021
pandwa,1136.814325,1705.72,0,1705.72,391.55,391.55,safe,398,13885,17638,2021
basantrai,1032.083421,1695.32,0.3,1695.02,261.99,261.99,safe,391,7758,8887,2021
pandu,1169.4,829.7,0,829.7,264.96,264.96,safe,0,11230,13989,2021
chitarpur,1251.2,388.11,0,388.11,381.49,381.49,over_exploited,0,4681,6570,2021
narayanpur,1447.4,2159.82,0,2159.82,988.22,988.22,safe,0,23088,31065,2021
golmuri cum jugsalai,1403.4,708.73,0,708.73,905.98,905.98,over_exploited,0,7404,20519,2021
leslieganj,1169.4,1723.26,0,1723.26,772.02,772.02,safe,0,14573,17173,2021
chirkunda,1295.6,3900.1,0,3900.1,1350.91,1350.91,safe,0,35994,43883,2021
bardiha,1127.978096,493.75,0,493.75,173.2,173.2,safe,245,3357,9770,2021
tantnagar,1351.6,1319.74,0,1319.74,168.75,168.75,safe,0,16503,20103,2021
amrapara,1528,3013.59,0,3013.59,292.76,292.76,safe,0,20529,27329,2021
sonua,1330.539287,2166.99,144.25,2022.74,231.72,231.72,safe,550,34747,41266,2021
barkatha,1251.2,1694.6,0,1694.6,941.71,941.71,safe,0,22810,28103,2021
satgawan,1115.9,1200.05,0,1200.05,794.22,794.22,safe,0,10375,30375,2021
dandai,1124.551197,784.73,0,784.73,357.81,357.81,safe,725,9508,13833,2021
bano,1506.5,3453.97,0,3453.97,310.73,310.73,safe,0,47177,54977,2021
jaldega,1506.5,2477.63,0,2477.63,358.93,358.93,safe,0,35089,42820,2021
ichak,1251.2,1635.82,0,1635.82,627.46,627.46,safe,0,24217,28668,2021
dari,1251.2,1081.23,0,1081.23,574.56,574.56,safe,0,12072,14552,2021
baghmara,1295.6,2705.5,0,2705.5,1722.05,1722.05,safe,0,22696,27112,2021
itkhori,1192.508216,1210.42,0,1210.42,643.71,643.71,safe,172,14872,17244,2021
chauparan,1240.947375,5321.51,0,5321.51,998.63,998.63,safe,324,39216,48102,2021
kukru,1285.782046,840.17,0,840.17,130.82,130.82,safe,192,11315,13691,2021
litipara,1462.28913,2650.51,0,2650.51,245.95,245.95,safe,813,18092,41305,2021
utarior,1169.4,781.11,0,781.11,166.94,166.94,safe,0,11230,13989,2021
simaria,1206.3,3183.4,0,3183.4,1098.37,1098.37,safe,0,46890,52072,2021
jama,1422.5,2958.49,0.45,2958.04,1064.58,1064.58,safe,0,36090,38590,2021
hariharganj,1169.4,755.33,0,755.33,336.07,336.07,safe,0,9802,11962,2021
gurabandha,1389.124204,1659.33,0,1659.33,91.39,91.39,safe,160,15569,24620,2021
mandro,1223.732399,1406.26,0,1406.26,479.53,479.53,safe,709,4643,12352,2021
lapung,1323.2,1830.02,0,1830.02,744.2,744.2,safe,0,22286,30086,2021
churchu,1251.2,1521.98,0,1521.98,713.61,713.61,safe,0,16708,20140,2021
mayurhund,1192.469258,942.84,0,942.84,576.73,576.73,safe,128,11036,12797,2021
margomunda,1220.7,894.03,0,894.03,435.84,435.84,safe,0,10528,16217,2021
ranishwar,1005.817001,1722.56,17.32,1705.24,244.89,244.89,safe,6606,15946,34660,2021
albert ekka,1460.9,1168.66,0,1168.66,332.51,332.51,safe,0,16232,20901,2021
palkot,1451.416285,4188.91,0,4188.91,352.71,352.71,safe,279,42699,57735,2021
hunterganj,1198.175818,4080.04,0,4080.04,1761.76,1761.76,safe,288,42475,50893,2021
dumri,1215.6,3034.78,0,3034.78,909.6,909.6,safe,0,34158,43058,2021
dumaria,1403.4,1790.3,0,1790.3,147.52,147.52,safe,0,22049,31670,2021
ranchi urban,1323.2,3360.25,0,3360.25,2869.94,2869.94,critical,0,30585,30585,2021
chaibasa,1325.392658,1700.55,1.51,1699.04,397.78,397.78,safe,300,15172,21372,2021
daru,1251.2,983.64,0,983.64,697.73,697.73,semi_critical,0,11020,12813,2021
saria,1215.6,2366.99,0,2366.99,597.97,597.97,safe,0,27266,28012,2021
vidyasagar,1447.4,834.84,15.6,819.24,474.96,474.96,safe,0,8993,17122,2021
haidernagar,1152.072989,1889.03,0,1889.03,175.08,175.08,safe,100,6649,10263,2021
ketar,1200.416492,2252.75,0,2252.75,631.67,631.67,safe,92,11174,15405,2021
erki,1323.2,2045.3,0,2045.3,418.59,418.59,safe,0,29999,51500,2021
jaridih,2519.2,3384.79,0,3384.79,291.31,291.31,safe,0,19627,21263,2021
gobindpur,1265.558616,3600.52,0,3600.52,369.17,369.17,safe,1042,31367,45842,2021
anandpur,1351.6,1331.58,0,1331.58,146.43,146.43,safe,0,24689,31606,2021
mohammedganj,1151.993034,1626.62,0,1626.62,393.7,393.7,safe,100,6618,10217,2021
mahuadanr,1230.07227,4854.08,0,4854.08,514.36,514.36,safe,205,35378,63783,2021
chakradharpur,1309.588387,2656.85,2.96,2653.89,586.49,586.49,safe,773,24096,37995,2021
udhua,1410.6,5649.88,2.05,5647.83,761.97,761.97,safe,0,18113,19913,2021
chandwara,1115.9,1517.52,0,1517.52,969.67,969.67,safe,0,22206,22889,2021
